Timestamp,Value,Type
8:08:48 PM.45,"22.60\r\n",received
8:08:48 PM.541,"22.60\r\n",received
8:08:49 PM.53,"22.60\r\n",received
8:08:49 PM.565,"22.60\r\n",received
8:08:50 PM.76,"22.60\r\n",received
8:08:50 PM.573,"22.60\r\n",received
8:08:51 PM.69,"22.60\r\n",received
8:08:51 PM.597,"22.60\r\n",received
8:08:52 PM.92,"22.60\r\n",received
8:08:52 PM.589,"22.60\r\n",received
8:08:53 PM.107,"22.60\r\n",received
8:08:53 PM.612,"22.60\r\n",received
8:08:54 PM.131,"22.60\r\n",received
8:08:54 PM.621,"22.60\r\n",received
8:08:55 PM.117,"22.60\r\n",received
8:08:55 PM.644,"22.60\r\n",received
8:08:56 PM.140,"22.60\r\n",received
8:08:56 PM.653,"22.60\r\n",received
8:08:57 PM.149,"22.60\r\n",received
8:08:57 PM.676,"22.60\r\n",received
8:08:58 PM.173,"22.60\r\n",received
8:08:58 PM.669,"22.60\r\n",received
8:08:59 PM.165,"22.60\r\n",received
8:08:59 PM.693,"22.60\r\n",received
8:09:00 PM.189,"22.60\r\n",received
8:09:00 PM.703,"22.60\r\n",received
8:09:01 PM.197,"22.60\r\n",received
8:09:01 PM.725,"22.60\r\n",received
8:09:02 PM.221,"22.60\r\n",received
8:09:02 PM.716,"22.60\r\n",received
8:09:03 PM.231,"22.60\r\n",received
8:09:03 PM.761,"22.60\r\n",received
8:09:04 PM.253,"22.60\r\n",received
8:09:04 PM.749,"22.60\r\n",received
8:09:05 PM.245,"22.60\r\n",received
8:09:05 PM.772,"22.60\r\n",received
8:09:06 PM.269,"22.60\r\n",received
8:09:06 PM.780,"22.60\r\n",received
8:09:07 PM.277,"22.60\r\n",received
8:09:07 PM.806,"22.60\r\n",received
8:09:08 PM.300,"22.60\r\n",received
8:09:08 PM.797,"22.60\r\n",received
8:09:09 PM.311,"22.60\r\n",received
8:09:09 PM.821,"22.60\r\n",received
8:09:10 PM.333,"22.60\r\n",received
8:09:10 PM.830,"22.60\r\n",received
8:09:11 PM.325,"22.60\r\n",received
8:09:11 PM.853,"22.60\r\n",received
8:09:12 PM.348,"22.60\r\n",received
8:09:12 PM.845,"22.60\r\n",received
8:09:13 PM.357,"22.60\r\n",received
8:09:13 PM.869,"22.60\r\n",received
8:09:14 PM.383,"22.60\r\n",received
8:09:14 PM.877,"22.60\r\n",received
8:09:15 PM.372,"22.60\r\n",received
8:09:15 PM.901,"22.60\r\n",received
8:09:16 PM.397,"22.60\r\n",received
8:09:16 PM.893,"22.60\r\n",received
8:09:17 PM.404,"22.60\r\n",received
8:09:17 PM.916,"22.60\r\n",received
8:09:18 PM.429,"22.60\r\n",received
8:09:18 PM.925,"22.60\r\n",received
8:09:19 PM.420,"22.60\r\n",received
8:09:19 PM.949,"22.60\r\n",received
8:09:20 PM.445,"22.60\r\n",received
8:09:20 PM.958,"22.60\r\n",received
8:09:21 PM.453,"22.60\r\n",received
8:09:21 PM.980,"22.60\r\n",received
8:09:22 PM.477,"22.60\r\n",received
8:09:22 PM.973,"22.60\r\n",received
8:09:23 PM.469,"22.60\r\n",received
8:09:23 PM.997,"22.60\r\n",received
8:09:24 PM.493,"22.60\r\n",received
8:09:25 PM.5,"22.60\r\n",received
8:09:25 PM.501,"22.60\r\n",received
8:09:26 PM.29,"22.60\r\n",received
8:09:26 PM.524,"22.60\r\n",received
8:09:27 PM.20,"22.60\r\n",received
8:09:27 PM.516,"22.60\r\n",received
8:09:28 PM.45,"22.60\r\n",received
8:09:28 PM.542,"22.60\r\n",received
8:09:29 PM.58,"22.60\r\n",received
8:09:29 PM.549,"22.60\r\n",received
8:09:30 PM.77,"22.60\r\n",received
8:09:30 PM.573,"22.60\r\n",received
8:09:31 PM.68,"22.60\r\n",received
8:09:31 PM.585,"22.60\r\n",received
8:09:32 PM.92,"22.60\r\n",received
8:09:32 PM.606,"22.60\r\n",received
8:09:33 PM.102,"22.60\r\n",received
8:09:33 PM.597,"22.60\r\n",received
8:09:34 PM.125,"22.60\r\n",received
8:09:34 PM.620,"22.60\r\n",received
8:09:35 PM.136,"22.60\r\n",received
8:09:35 PM.629,"22.60\r\n",received
8:09:36 PM.161,"22.60\r\n",received
8:09:36 PM.653,"22.60\r\n",received
8:09:37 PM.149,"22.60\r\n",received
8:09:37 PM.662,"22.60\r\n",received
8:09:38 PM.173,"22.60\r\n",received
8:09:38 PM.684,"22.60\r\n",received
8:09:39 PM.181,"22.60\r\n",received
8:09:39 PM.677,"22.60\r\n",received
8:09:40 PM.204,"22.60\r\n",received
8:09:40 PM.701,"22.60\r\n",received
8:09:41 PM.197,"22.60\r\n",received
8:09:41 PM.710,"22.60\r\n",received
8:09:42 PM.237,"22.60\r\n",received
8:09:42 PM.734,"22.60\r\n",received
8:09:43 PM.229,"22.60\r\n",received
8:09:43 PM.725,"22.60\r\n",received
8:09:44 PM.253,"22.60\r\n",received
8:09:44 PM.749,"22.60\r\n",received
8:09:45 PM.263,"22.60\r\n",received
8:09:45 PM.757,"22.60\r\n",received
8:09:46 PM.286,"22.60\r\n",received
8:09:46 PM.781,"22.60\r\n",received
8:09:47 PM.277,"22.60\r\n",received
8:09:47 PM.773,"22.60\r\n",received
8:09:48 PM.300,"22.60\r\n",received
8:09:48 PM.813,"22.60\r\n",received
8:09:49 PM.309,"22.60\r\n",received
8:09:49 PM.804,"22.60\r\n",received
8:09:50 PM.336,"22.60\r\n",received
8:09:50 PM.828,"22.60\r\n",received
8:09:51 PM.325,"22.60\r\n",received
8:09:51 PM.852,"22.60\r\n",received
8:09:52 PM.350,"22.60\r\n",received
8:09:52 PM.861,"22.60\r\n",received
8:09:53 PM.357,"22.60\r\n",received
8:09:53 PM.853,"22.60\r\n",received
8:09:54 PM.381,"22.60\r\n",received
8:09:54 PM.877,"22.60\r\n",received
8:09:55 PM.372,"22.60\r\n",received
8:09:55 PM.884,"22.60\r\n",received
8:09:56 PM.397,"22.60\r\n",received
8:09:56 PM.909,"22.60\r\n",received
8:09:57 PM.405,"22.60\r\n",received
8:09:57 PM.900,"22.60\r\n",received
8:09:58 PM.428,"22.60\r\n",received
8:09:58 PM.924,"22.60\r\n",received
8:09:59 PM.436,"22.60\r\n",received
8:09:59 PM.932,"22.60\r\n",received
8:10:00 PM.461,"22.60\r\n",received
8:10:00 PM.957,"22.60\r\n",received
8:10:01 PM.452,"22.60\r\n",received
8:10:01 PM.948,"22.60\r\n",received
8:10:02 PM.477,"22.60\r\n",received
8:10:02 PM.973,"22.60\r\n",received
8:10:03 PM.486,"22.60\r\n",received
8:10:03 PM.981,"22.60\r\n",received
8:10:04 PM.508,"22.60\r\n",received
8:10:05 PM.5,"22.60\r\n",received
8:10:05 PM.500,"22.60\r\n",received
8:10:06 PM.13,"22.60\r\n",received
8:10:06 PM.524,"22.60\r\n",received
8:10:07 PM.36,"22.60\r\n",received
8:10:07 PM.533,"22.60\r\n",received
8:10:08 PM.29,"22.60\r\n",received
8:10:08 PM.557,"22.60\r\n",received
8:10:09 PM.53,"22.60\r\n",received
8:10:09 PM.574,"22.60\r\n",received
8:10:10 PM.61,"22.60\r\n",received
8:10:10 PM.589,"22.60\r\n",received
8:10:11 PM.93,"22.60\r\n",received
8:10:11 PM.581,"22.60\r\n",received
8:10:12 PM.78,"22.60\r\n",received
8:10:12 PM.605,"22.60\r\n",received
8:10:13 PM.100,"22.60\r\n",received
8:10:13 PM.613,"22.60\r\n",received
8:10:14 PM.109,"22.60\r\n",received
8:10:14 PM.638,"22.60\r\n",received
8:10:15 PM.133,"22.60\r\n",received
8:10:15 PM.629,"22.60\r\n",received
8:10:16 PM.125,"22.60\r\n",received
8:10:16 PM.653,"22.60\r\n",received
8:10:17 PM.171,"22.60\r\n",received
8:10:17 PM.665,"22.60\r\n",received
8:10:18 PM.157,"22.60\r\n",received
8:10:18 PM.685,"22.60\r\n",received
8:10:19 PM.181,"22.60\r\n",received
8:10:19 PM.677,"22.60\r\n",received
8:10:20 PM.189,"22.60\r\n",received
8:10:20 PM.701,"22.60\r\n",received
8:10:21 PM.216,"22.60\r\n",received
8:10:21 PM.708,"22.60\r\n",received
8:10:22 PM.205,"22.60\r\n",received
8:10:22 PM.733,"22.60\r\n",received
8:10:23 PM.229,"22.60\r\n",received
8:10:23 PM.724,"22.60\r\n",received
8:10:24 PM.238,"22.60\r\n",received
8:10:24 PM.749,"22.60\r\n",received
8:10:25 PM.260,"22.60\r\n",received
8:10:25 PM.757,"22.60\r\n",received
8:10:26 PM.252,"22.60\r\n",received
8:10:26 PM.782,"����������������������������������������������������������������2.60\r\n",received
8:10:27 PM.277,"22.60\r\n",received
8:10:27 PM.789,"22.60\r\n",received
8:10:28 PM.288,"22.60\r\n",received
8:10:28 PM.815,"22.60\r\n",received
8:10:29 PM.309,"22.60\r\n",received
8:10:29 PM.804,"22.60\r\n",received
8:10:30 PM.301,"22.60\r\n",received
8:10:30 PM.829,"22.60\r\n",received
8:10:31 PM.325,"22.60\r\n",received
8:10:31 PM.837,"22.60\r\n",received
8:10:32 PM.333,"22.60\r\n",received
8:10:32 PM.864,"22.60\r\n",received
8:10:33 PM.357,"22.60\r\n",received
8:10:33 PM.853,"22.60\r\n",received
8:10:34 PM.349,"22.60\r\n",received
8:10:34 PM.893,"22.60\r\n",received
8:10:35 PM.388,"22.60\r\n",received
8:10:35 PM.885,"22.60\r\n",received
8:10:36 PM.382,"22.60\r\n",received
8:10:36 PM.909,"22.60\r\n",received
8:10:37 PM.405,"22.60\r\n",received
8:10:37 PM.918,"22.60\r\n",received
8:10:38 PM.413,"22.60\r\n",received
8:10:38 PM.940,"22.60\r\n",received
8:10:39 PM.437,"22.60\r\n",received
8:10:39 PM.932,"22.60\r\n",received
8:10:40 PM.429,"22.60\r\n",received
8:10:40 PM.957,"22.60\r\n",received
8:10:41 PM.470,"22.60\r\n",received
8:10:41 PM.965,"22.60\r\n",received
8:10:42 PM.461,"22.60\r\n",received
8:10:42 PM.989,"22.60\r\n",received
8:10:43 PM.484,"22.60\r\n",received
8:10:43 PM.981,"22.60\r\n",received
8:10:44 PM.493,"22.60\r\n",received
8:10:45 PM.4,"22.60\r\n",received
8:10:45 PM.516,"22.60\r\n",received
8:10:46 PM.13,"22.60\r\n",received
8:10:46 PM.508,"22.60\r\n",received
8:10:47 PM.37,"22.60\r\n",received
8:10:47 PM.532,"22.60\r\n",received
8:10:48 PM.29,"22.60\r\n",received
8:10:48 PM.541,"22.60\r\n",received
8:10:49 PM.53,"22.60\r\n",received
8:10:49 PM.565,"22.60\r\n",received
8:10:50 PM.61,"22.60\r\n",received
8:10:50 PM.557,"22.60\r\n",received
8:10:51 PM.85,"22.60\r\n",received
8:10:51 PM.581,"22.60\r\n",received
8:10:52 PM.92,"22.60\r\n",received
8:10:52 PM.589,"22.60\r\n",received
8:10:53 PM.116,"22.60\r\n",received
8:10:53 PM.613,"22.60\r\n",received
8:10:54 PM.109,"22.60\r\n",received
8:10:54 PM.605,"22.60\r\n",received
8:10:55 PM.132,"22.60\r\n",received
8:10:55 PM.628,"22.60\r\n",received
8:10:56 PM.142,"22.60\r\n",received
8:10:56 PM.637,"22.60\r\n",received
8:10:57 PM.165,"22.60\r\n",received
8:10:57 PM.661,"22.60\r\n",received
8:10:58 PM.156,"22.60\r\n",received
8:10:58 PM.653,"22.60\r\n",received
8:10:59 PM.181,"22.60\r\n",received
8:10:59 PM.694,"22.60\r\n",received
8:11:00 PM.189,"22.60\r\n",received
8:11:00 PM.685,"22.60\r\n",received
8:11:01 PM.213,"22.60\r\n",received
8:11:01 PM.709,"22.60\r\n",received
8:11:02 PM.204,"22.60\r\n",received
8:11:02 PM.717,"22.60\r\n",received
8:11:03 PM.229,"22.60\r\n",received
8:11:03 PM.741,"22.60\r\n",received
8:11:04 PM.237,"22.60\r\n",received
8:11:04 PM.733,"22.60\r\n",received
8:11:05 PM.261,"22.60\r\n",received
8:11:05 PM.756,"22.60\r\n",received
8:11:06 PM.269,"22.60\r\n",received
8:11:06 PM.764,"22.60\r\n",received
8:11:07 PM.294,"22.60\r\n",received
8:11:07 PM.789,"22.60\r\n",received
8:11:08 PM.284,"22.60\r\n",received
8:11:08 PM.798,"22.60\r\n",received
8:11:09 PM.308,"22.60\r\n",received
8:11:09 PM.820,"22.60\r\n",received
8:11:10 PM.317,"22.60\r\n",received
8:11:10 PM.813,"22.60\r\n",received
8:11:11 PM.341,"22.60\r\n",received
8:11:11 PM.837,"22.60\r\n",received
8:11:12 PM.333,"22.60\r\n",received
8:11:12 PM.845,"22.60\r\n",received
8:11:13 PM.357,"22.60\r\n",received
8:11:13 PM.869,"22.60\r\n",received
8:11:14 PM.364,"22.60\r\n",received
8:11:14 PM.860,"22.60\r\n",received
8:11:15 PM.389,"22.60\r\n",received
8:11:15 PM.885,"22.60\r\n",received
8:11:16 PM.398,"22.60\r\n",received
8:11:16 PM.893,"22.60\r\n",received
8:11:17 PM.421,"22.60\r\n",received
8:11:17 PM.918,"22.60\r\n",received
8:11:18 PM.413,"22.60\r\n",received
8:11:18 PM.909,"22.60\r\n",received
8:11:19 PM.437,"22.60\r\n",received
8:11:19 PM.932,"22.60\r\n",received
8:11:20 PM.445,"22.60\r\n",received
8:11:20 PM.941,"22.60\r\n",received
8:11:21 PM.469,"22.60\r\n",received
8:11:21 PM.965,"22.60\r\n",received
8:11:22 PM.460,"22.60\r\n",received
8:11:22 PM.956,"22.60\r\n",received
8:11:23 PM.485,"22.60\r\n",received
8:11:23 PM.996,"22.60\r\n",received
8:11:24 PM.493,"22.60\r\n",received
8:11:24 PM.988,"22.60\r\n",received
8:11:25 PM.517,"22.60\r\n",received
8:11:26 PM.13,"22.60\r\n",received
8:11:26 PM.508,"22.60\r\n",received
8:11:27 PM.22,"22.60\r\n",received
8:11:27 PM.533,"22.60\r\n",received
8:11:28 PM.49,"22.60\r\n",received
8:11:28 PM.541,"22.60\r\n",received
8:11:29 PM.36,"22.60\r\n",received
8:11:29 PM.564,"22.60\r\n",received
8:11:30 PM.61,"22.60\r\n",received
8:11:30 PM.557,"22.60\r\n",received
8:11:31 PM.70,"22.60\r\n",received
8:11:31 PM.581,"22.60\r\n",received
8:11:32 PM.94,"22.60\r\n",received
8:11:32 PM.589,"22.60\r\n",received
8:11:33 PM.85,"22.60\r\n",received
8:11:33 PM.613,"22.60\r\n",received
8:11:34 PM.109,"22.60\r\n",received
8:11:34 PM.621,"22.60\r\n",received
8:11:35 PM.117,"22.60\r\n",received
8:11:35 PM.649,"22.60\r\n",received
8:11:36 PM.141,"22.60\r\n",received
8:11:36 PM.637,"22.60\r\n",received
8:11:37 PM.153,"22.60\r\n",received
8:11:37 PM.660,"22.60\r\n",received
8:11:38 PM.173,"22.60\r\n",received
8:11:38 PM.669,"22.60\r\n",received
8:11:39 PM.165,"22.60\r\n",received
8:11:39 PM.692,"22.60\r\n",received
8:11:40 PM.188,"22.60\r\n",received
8:11:40 PM.685,"22.60\r\n",received
8:11:41 PM.197,"22.60\r\n",received
8:11:41 PM.726,"22.60\r\n",received
8:11:42 PM.224,"22.60\r\n",received
8:11:42 PM.717,"22.60\r\n",received
8:11:43 PM.213,"22.60\r\n",received
8:11:43 PM.741,"22.60\r\n",received
8:11:44 PM.237,"22.60\r\n",received
8:11:44 PM.750,"22.60\r\n",received
8:11:45 PM.245,"22.60\r\n",received
8:11:45 PM.773,"22.60\r\n",received
8:11:46 PM.269,"22.60\r\n",received
8:11:46 PM.765,"22.60\r\n",received
8:11:47 PM.261,"22.60\r\n",received
8:11:47 PM.788,"22.60\r\n",received
8:11:48 PM.284,"22.60\r\n",received
8:11:48 PM.796,"22.60\r\n",received
8:11:49 PM.293,"22.60\r\n",received
8:11:49 PM.824,"22.60\r\n",received
8:11:50 PM.316,"22.60\r\n",received
8:11:50 PM.814,"22.60\r\n",received
8:11:51 PM.324,"22.60\r\n",received
8:11:51 PM.837,"22.60\r\n",received
8:11:52 PM.348,"22.60\r\n",received
8:11:52 PM.845,"22.60\r\n",received
8:11:53 PM.341,"22.60\r\n",received
8:11:53 PM.869,"22.60\r\n",received
8:11:54 PM.365,"22.60\r\n",received
8:11:54 PM.861,"22.60\r\n",received
8:11:55 PM.374,"22.60\r\n",received
8:11:55 PM.884,"22.60\r\n",received
8:11:56 PM.398,"22.60\r\n",received
8:11:56 PM.893,"22.60\r\n",received
8:11:57 PM.389,"22.60\r\n",received
8:11:57 PM.916,"22.60\r\n",received
8:11:58 PM.414,"22.60\r\n",received
8:11:58 PM.927,"22.60\r\n",received
8:11:59 PM.420,"22.60\r\n",received
8:11:59 PM.955,"22.60\r\n",received
8:12:00 PM.445,"22.60\r\n",received
8:12:00 PM.941,"22.60\r\n",received
8:12:01 PM.437,"22.60\r\n",received
8:12:01 PM.965,"22.60\r\n",received
8:12:02 PM.460,"22.60\r\n",received
8:12:02 PM.977,"22.60\r\n",received
8:12:03 PM.468,"22.60\r\n",received
8:12:04 PM.0,"22.60\r\n",received
8:12:04 PM.493,"22.60\r\n",received
8:12:04 PM.988,"22.60\r\n",received
8:12:05 PM.505,"22.60\r\n",received
8:12:06 PM.12,"22.60\r\n",received
8:12:06 PM.525,"22.60\r\n",received
8:12:07 PM.21,"22.60\r\n",received
8:12:07 PM.517,"22.60\r\n",received
8:12:08 PM.44,"22.60\r\n",received
8:12:08 PM.541,"22.60\r\n",received
8:12:09 PM.55,"22.60\r\n",received
8:12:09 PM.549,"22.60\r\n",received
8:12:10 PM.77,"22.60\r\n",received
8:12:10 PM.572,"22.60\r\n",received
8:12:11 PM.69,"22.60\r\n",received
8:12:11 PM.564,"22.60\r\n",received
8:12:12 PM.93,"22.60\r\n",received
8:12:12 PM.606,"22.60\r\n",received
8:12:13 PM.104,"22.60\r\n",received
8:12:13 PM.597,"22.60\r\n",received
8:12:14 PM.129,"22.60\r\n",received
8:12:14 PM.621,"22.60\r\n",received
8:12:15 PM.116,"22.60\r\n",received
8:12:15 PM.630,"22.60\r\n",received
8:12:16 PM.141,"22.60\r\n",received
8:12:16 PM.653,"22.60\r\n",received
8:12:17 PM.151,"22.60\r\n",received
8:12:17 PM.645,"22.60\r\n",received
8:12:18 PM.173,"22.60\r\n",received
8:12:18 PM.668,"22.60\r\n",received
8:12:19 PM.166,"22.60\r\n",received
8:12:19 PM.677,"22.60\r\n",received
8:12:20 PM.188,"22.60\r\n",received
8:12:20 PM.707,"22.60\r\n",received
8:12:21 PM.197,"22.60\r\n",received
8:12:21 PM.693,"22.60\r\n",received
8:12:22 PM.221,"22.60\r\n",received
8:12:22 PM.717,"22.60\r\n",received
8:12:23 PM.230,"22.60\r\n",received
8:12:23 PM.730,"22.60\r\n",received
8:12:24 PM.253,"22.60\r\n",received
8:12:24 PM.749,"22.60\r\n",received
8:12:25 PM.245,"22.60\r\n",received
8:12:25 PM.740,"22.60\r\n",received
8:12:26 PM.269,"22.60\r\n",received
8:12:26 PM.765,"22.60\r\n",received
8:12:27 PM.278,"22.60\r\n",received
8:12:27 PM.773,"22.60\r\n",received
8:12:28 PM.303,"22.60\r\n",received
8:12:28 PM.797,"22.60\r\n",received
8:12:29 PM.292,"22.60\r\n",received
8:12:29 PM.789,"22.60\r\n",received
8:12:30 PM.318,"22.60\r\n",received
8:12:30 PM.813,"22.60\r\n",received
8:12:31 PM.327,"22.60\r\n",received
8:12:31 PM.821,"22.60\r\n",received
8:12:32 PM.351,"22.60\r\n",received
8:12:32 PM.845,"22.60\r\n",received
8:12:33 PM.341,"22.60\r\n",received
8:12:33 PM.853,"22.60\r\n",received
8:12:34 PM.365,"22.60\r\n",received
8:12:34 PM.878,"22.60\r\n",received
8:12:35 PM.376,"22.60\r\n",received
8:12:35 PM.869,"22.60\r\n",received
8:12:36 PM.397,"22.60\r\n",received
8:12:36 PM.893,"22.60\r\n",received
8:12:37 PM.406,"22.60\r\n",received
8:12:37 PM.901,"22.60\r\n",received
8:12:38 PM.429,"22.60\r\n",received
8:12:38 PM.925,"22.60\r\n",received
8:12:39 PM.421,"22.60\r\n",received
8:12:39 PM.937,"22.60\r\n",received
8:12:40 PM.444,"22.60\r\n",received
8:12:40 PM.959,"22.60\r\n",received
8:12:41 PM.455,"22.60\r\n",received
8:12:41 PM.949,"22.60\r\n",received
8:12:42 PM.477,"22.60\r\n",received
8:12:42 PM.973,"22.60\r\n",received
8:12:43 PM.469,"22.60\r\n",received
8:12:43 PM.981,"22.60\r\n",received
8:12:44 PM.517,"22.60\r\n",received
8:12:45 PM.5,"22.60\r\n",received
8:12:45 PM.500,"22.60\r\n",received
8:12:45 PM.997,"22.60\r\n",received
8:12:46 PM.524,"22.60\r\n",received
8:12:47 PM.21,"22.60\r\n",received
8:12:47 PM.533,"22.60\r\n",received
8:12:48 PM.29,"22.60\r\n",received
8:12:48 PM.557,"22.60\r\n",received
8:12:49 PM.53,"22.60\r\n",received
8:12:49 PM.548,"22.60\r\n",received
8:12:50 PM.46,"22.60\r\n",received
8:12:50 PM.573,"22.60\r\n",received
8:12:51 PM.69,"22.60\r\n",received
8:12:51 PM.582,"22.60\r\n",received
8:12:52 PM.77,"22.60\r\n",received
8:12:52 PM.605,"22.60\r\n",received
8:12:53 PM.101,"22.60\r\n",received
8:12:53 PM.598,"22.60\r\n",received
8:12:54 PM.93,"22.60\r\n",received
8:12:54 PM.621,"22.60\r\n",received
8:12:55 PM.133,"22.60\r\n",received
8:12:55 PM.631,"22.60\r\n",received
8:12:56 PM.125,"22.60\r\n",received
8:12:56 PM.653,"22.60\r\n",received
8:12:57 PM.149,"22.60\r\n",received
8:12:57 PM.644,"22.60\r\n",received
8:12:58 PM.164,"22.60\r\n",received
8:12:58 PM.669,"22.60\r\n",received
8:12:59 PM.181,"22.60\r\n",received
8:12:59 PM.677,"22.60\r\n",received
8:13:00 PM.173,"22.60\r\n",received
8:13:00 PM.701,"22.60\r\n",received
8:13:01 PM.197,"22.60\r\n",received
8:13:01 PM.711,"22.60\r\n",received
8:13:02 PM.205,"22.60\r\n",received
8:13:02 PM.732,"22.60\r\n",received
8:13:03 PM.228,"22.60\r\n",received
8:13:03 PM.725,"22.60\r\n",received
8:13:04 PM.221,"22.60\r\n",received
8:13:04 PM.749,"22.60\r\n",received
8:13:05 PM.245,"22.60\r\n",received
8:13:05 PM.758,"22.60\r\n",received
8:13:06 PM.253,"22.60\r\n",received
8:13:06 PM.781,"22.60\r\n",received
8:13:07 PM.277,"22.60\r\n",received
8:13:07 PM.772,"22.60\r\n",received
8:13:08 PM.292,"22.60\r\n",received
8:13:08 PM.796,"22.60\r\n",received
8:13:09 PM.308,"22.60\r\n",received
8:13:09 PM.805,"22.60\r\n",received
8:13:10 PM.301,"22.60\r\n",received
8:13:10 PM.829,"22.60\r\n",received
8:13:11 PM.325,"22.60\r\n",received
8:13:11 PM.838,"22.60\r\n",received
8:13:12 PM.334,"22.60\r\n",received
8:13:12 PM.865,"22.60\r\n",received
8:13:13 PM.358,"22.60\r\n",received
8:13:13 PM.853,"22.60\r\n",received
8:13:14 PM.349,"22.60\r\n",received
8:13:14 PM.877,"22.60\r\n",received
8:13:15 PM.372,"22.60\r\n",received
8:13:15 PM.885,"22.60\r\n",received
8:13:16 PM.381,"22.60\r\n",received
8:13:16 PM.909,"22.60\r\n",received
8:13:17 PM.405,"22.60\r\n",received
8:13:17 PM.900,"22.60\r\n",received
8:13:18 PM.396,"22.60\r\n",received
8:13:18 PM.925,"22.60\r\n",received
8:13:19 PM.439,"22.60\r\n",received
8:13:19 PM.933,"22.60\r\n",received
8:13:20 PM.429,"22.60\r\n",received
8:13:20 PM.958,"22.60\r\n",received
8:13:21 PM.453,"22.60\r\n",received
8:13:21 PM.949,"22.60\r\n",received
8:13:22 PM.462,"22.60\r\n",received
8:13:22 PM.973,"����������������������������������������������������������������2.60\r\n",received
8:13:23 PM.486,"22.60\r\n",received
8:13:23 PM.981,"22.60\r\n",received
8:13:24 PM.476,"22.60\r\n",received
8:13:25 PM.5,"22.60\r\n",received
8:13:25 PM.501,"22.60\r\n",received
8:13:25 PM.997,"22.60\r\n",received
8:13:26 PM.517,"22.60\r\n",received
8:13:27 PM.21,"22.60\r\n",received
8:13:27 PM.575,"22.60\r\n",received
8:13:28 PM.29,"22.60\r\n",received
8:13:28 PM.525,"22.60\r\n",received
8:13:29 PM.52,"22.60\r\n",received
8:13:29 PM.549,"22.60\r\n",received
8:13:30 PM.62,"22.60\r\n",received
8:13:30 PM.557,"22.60\r\n",received
8:13:31 PM.85,"22.60\r\n",received
8:13:31 PM.581,"22.60\r\n",received
8:13:32 PM.77,"22.60\r\n",received
8:13:32 PM.573,"22.60\r\n",received
8:13:33 PM.101,"22.60\r\n",received
8:13:33 PM.597,"22.60\r\n",received
8:13:34 PM.109,"22.60\r\n",received
8:13:34 PM.604,"22.60\r\n",received
8:13:35 PM.136,"22.60\r\n",received
8:13:35 PM.629,"22.60\r\n",received
8:13:36 PM.125,"22.60\r\n",received
8:13:36 PM.621,"22.60\r\n",received
8:13:37 PM.149,"22.60\r\n",received
8:13:37 PM.664,"22.60\r\n",received
8:13:38 PM.157,"22.60\r\n",received
8:13:38 PM.652,"22.60\r\n",received
8:13:39 PM.180,"22.60\r\n",received
8:13:39 PM.676,"22.60\r\n",received
8:13:40 PM.207,"22.60\r\n",received
8:13:40 PM.685,"22.60\r\n",received
8:13:41 PM.228,"22.60\r\n",received
8:13:41 PM.708,"22.60\r\n",received
8:13:42 PM.205,"22.60\r\n",received
8:13:42 PM.702,"22.60\r\n",received
8:13:43 PM.229,"22.60\r\n",received
8:13:43 PM.726,"22.60\r\n",received
8:13:44 PM.237,"22.60\r\n",received
8:13:44 PM.733,"22.60\r\n",received
8:13:45 PM.262,"22.60\r\n",received
8:13:45 PM.757,"22.60\r\n",received
8:13:46 PM.252,"22.60\r\n",received
8:13:46 PM.766,"22.60\r\n",received
8:13:47 PM.277,"22.60\r\n",received
8:13:47 PM.790,"22.60\r\n",received
8:13:48 PM.285,"22.60\r\n",received
8:13:48 PM.781,"22.60\r\n",received
8:13:49 PM.308,"22.60\r\n",received
8:13:49 PM.804,"22.60\r\n",received
8:13:50 PM.301,"22.60\r\n",received
8:13:50 PM.813,"22.60\r\n",received
8:13:51 PM.324,"22.60\r\n",received
8:13:51 PM.840,"22.60\r\n",received
8:13:52 PM.333,"22.60\r\n",received
8:13:52 PM.829,"22.60\r\n",received
8:13:53 PM.357,"22.60\r\n",received
8:13:53 PM.852,"22.60\r\n",received
8:13:54 PM.364,"22.60\r\n",received
8:13:54 PM.861,"22.60\r\n",received
8:13:55 PM.391,"22.60\r\n",received
8:13:55 PM.885,"22.60\r\n",received
8:13:56 PM.381,"22.60\r\n",received
8:13:56 PM.877,"22.60\r\n",received
8:13:57 PM.404,"22.60\r\n",received
8:13:57 PM.900,"22.60\r\n",received
8:13:58 PM.413,"22.60\r\n",received
8:13:58 PM.909,"22.60\r\n",received
8:13:59 PM.437,"22.60\r\n",received
8:13:59 PM.933,"22.60\r\n",received
8:14:00 PM.429,"22.60\r\n",received
8:14:00 PM.925,"22.60\r\n",received
8:14:01 PM.452,"22.60\r\n",received
8:14:01 PM.964,"22.60\r\n",received
8:14:02 PM.462,"22.60\r\n",received
8:14:02 PM.957,"22.60\r\n",received
8:14:03 PM.485,"22.60\r\n",received
8:14:03 PM.981,"22.60\r\n",received
8:14:04 PM.477,"22.60\r\n",received
8:14:04 PM.988,"22.60\r\n",received
8:14:05 PM.501,"22.60\r\n",received
8:14:06 PM.14,"22.60\r\n",received
8:14:06 PM.508,"22.60\r\n",received
8:14:07 PM.5,"22.60\r\n",received
8:14:07 PM.532,"22.60\r\n",received
8:14:08 PM.29,"22.60\r\n",received
8:14:08 PM.541,"22.60\r\n",received
